year,title,director_names,nations,genres,rate,영화제
1985,아빠는 출장 중,['에밀 쿠스트리차'],[],['드라마'],평균 ★3.6 (554명),칸
1985,아웃 오브 아프리카,['시드니 폴락'],[{'name': '미국'}],"['드라마', '로맨스']",평균 ★3.8 (2만명),아카데미
1985,우먼 앤드 더 스트레인저,['라이너 사이먼'],"[{'name': '독일'}, {'name': '독일(구 동독)'}]",[],평균 ★3.5 (17명),베를린
1985,웨더비,['데이비드 헤어'],[{'name': '영국'}],"['드라마', '미스터리']",평균 ★3.4 (114명),베를린
1985,방랑자,['아녜스 바르다'],"[{'name': '프랑스'}, {'name': '영국'}]",['드라마'],"평균 ★4.0 (1,517명)",베니스
1984,파리 텍사스,['빔 벤더스'],"[{'name': '독일'}, {'name': '프랑스'}]",['드라마'],"평균 ★3.9 (7,827명)",칸
1984,아마데우스,['밀로스 포먼'],[{'name': '미국'}],"['음악', '드라마']",평균 ★4.0 (19만명),아카데미
1984,사랑의 행로,['존 카사베츠'],[{'name': '미국'}],"['드라마', '코미디']",평균 ★3.9 (296명),베를린
1984,조용한 태양의 해,['크지쉬토프 자누쉬'],[{'name': '폴란드'}],['로맨스'],평균 ★3.2 (126명),베니스
1983,나라야마 부시코,['이마무라 쇼헤이'],[{'name': '일본'}],['드라마'],"평균 ★3.7 (5,392명)",칸
1983,애정의 조건,['제임스 L. 브룩스'],[{'name': '미국'}],"['코미디', '드라마']","평균 ★3.5 (2,156명)",아카데미
1983,어센던시,['에드워드 베넷'],[{'name': '영국'}],['드라마'], ,베를린
1983,미녀 갱 카르멘,['장 뤽 고다르'],[{'name': '프랑스'}],"['범죄', '드라마', '음악', '로맨스']","평균 ★3.4 (1,168명)",베니스
1982,욜,['일마즈 귀니'],"[{'name': '스위스'}, {'name': '터키'}]","['로맨스', '드라마']",평균 ★3.6 (519명),칸
1982,의문의 실종,['코스타 가브라스'],[{'name': '미국'}],"['드라마', '스릴러']",평균 ★3.6 (420명),칸
1982,간디,['리처드 애튼버러'],"[{'name': '영국'}, {'name': '미국'}]",['드라마'],"평균 ★3.4 (5,112명)",아카데미
1982,벌집,['마리오 카무스'],[{'name': '스페인'}],['드라마'],평균 ★3.0 (1명),베를린
1982,베로니카 포스의 갈망,['라이너 베르너 파스빈더'],"[{'name': '독일'}, {'name': '독일(구 서독)'}]",['드라마'],평균 ★3.7 (314명),베를린
1982,사물의 상태,['빔 벤더스'],"[{'name': '네덜란드'}, {'name': '영국'}, {'name': '독일(구 서독)'}, {'name': '포르투갈'}, {'name': '미국'}]",[],평균 ★3.4 (275명),베니스
1981,철의 사나이,['안제이 바이다'],[{'name': '폴란드'}],"['드라마', '역사']",평균 ★3.4 (203명),칸
1981,불의 전차,['휴 허드슨'],[{'name': '영국'}],"['스포츠', '드라마']",평균 ★3.6 (1만명),아카데미
1981,질주,['카를로스 사우라'],"[{'name': '스페인'}, {'name': '프랑스'}]","['드라마', '범죄']",평균 ★2.9 (26명),베를린
1981,독일 자매,['마가레테 폰 트로타'],"[{'name': '독일'}, {'name': '독일(구 서독)'}]",['드라마'],평균 ★3.3 (134명),베니스
1980,카게무샤,['구로사와 아키라'],"[{'name': '일본'}, {'name': '미국'}]","['드라마', '역사', '전쟁', '액션']","평균 ★3.7 (8,623명)",칸
1980,보통 사람들,['로버트 레드포드'],[{'name': '미국'}],['드라마'],"평균 ★3.5 (2,308명)",아카데미
1980,Palermo or Wolfsburg,[],[{'name': '독일'}],[],평균 ★3.0 (1명),베를린
1980,아틀란틱 시티,['루이 말'],"[{'name': '캐나다'}, {'name': '프랑스'}, {'name': '미국'}]","['로맨스', '드라마', '범죄']",평균 ★3.3 (278명),베니스
1980,글로리아,['존 카사베츠'],[{'name': '미국'}],"['드라마', '스릴러', '범죄']","평균 ★3.7 (1,461명)",베니스
1979,올 댓 재즈,['밥 포시'],[{'name': '미국'}],"['드라마', '판타지', '음악']","평균 ★3.7 (2,131명)",칸
1979,지옥의 묵시록,['프란시스 포드 코폴라'],[{'name': '미국'}],"['드라마', '전쟁']",평균 ★3.8 (3만명),칸
1979,양철북,['폴커 슐렌도르프'],"[{'name': '독일'}, {'name': '프랑스'}, {'name': '독일(구 서독)'}, {'name': '폴란드'}]","['드라마', '전쟁']",평균 ★3.5 (1만명),칸
1979,크레이머 대 크레이머,['로버트 벤튼'],[{'name': '미국'}],['드라마'],평균 ★3.7 (2만명),아카데미
1979,테마,['글렙 판필로프'],[{'name': '러시아'}],['드라마'], ,베를린
1979,하트랜드,['리처드 피어스'],[{'name': '미국'}],['드라마'],평균 ★3.5 (11명),베를린
1979,데이비드,['피터 릴리엔탈'],"[{'name': '독일'}, {'name': '독일(구 서독)'}]","['전쟁', '드라마']",평균 ★3.0 (15명),베를린
1978,나막신 나무,['에르만노 올미'],"[{'name': '이탈리아'}, {'name': '프랑스'}]",['드라마'],평균 ★3.7 (198명),칸
1978,디어 헌터,['마이클 치미노'],[{'name': '미국'}],"['공포', '전쟁', '드라마']",평균 ★3.8 (1만명),아카데미
1978,아쎈소르,['토마스 무노즈'],[{'name': '스페인'}],[],평균 ★3.6 (12명),베를린
1978,왓 맥스 세드,['에밀리오 마르티네즈 라자로'],[{'name': '스페인'}],[],평균 ★3.2 (14명),베를린
1978,트라웃,['조시 루이스 가르시아 산체즈'],[{'name': '스페인'}],[],평균 ★3.5 (12명),베를린
1977,빠드레 빠드로네,"['비토리오 타비아니', '파올로 타비아니']",[{'name': '이탈리아'}],['드라마'],평균 ★3.6 (547명),칸
1977,애니 홀,['우디 앨런'],[{'name': '미국'}],"['로맨스', '코미디', '로맨틱코미디']",평균 ★3.8 (2만명),아카데미
1977,고양,['라리사 셰피트코'],[{'name': '소련'}],"['전쟁', '드라마']",평균 ★4.1 (213명),베를린
1976,택시 드라이버,['마틴 스콜세지'],[{'name': '미국'}],"['드라마', '스릴러']",평균 ★4.0 (7만명),칸
1976,록키,['존 G. 아빌드센'],[{'name': '미국'}],"['드라마', '스포츠']",평균 ★3.9 (8만명),아카데미
1975,불타는 해의 연대기,[],[{'name': '알제리'}],[],평균 ★3.3 (90명),칸
1975,뻐꾸기 둥지 위로 날아간 새,['밀로스 포먼'],[{'name': '미국'}],"['범죄', '드라마']",평균 ★4.1 (4만명),아카데미
1974,컨버세이션,['프란시스 포드 코폴라'],[{'name': '미국'}],"['범죄', '액션', '스릴러']","평균 ★3.8 (4,409명)",칸
1974,대부 2,['프란시스 포드 코폴라'],[{'name': '미국'}],"['드라마', '범죄']",평균 ★4.2 (13만명),아카데미
1974,더디 크레이비츠의 수습 기간,['테드 코체프'],"[{'name': '캐나다'}, {'name': '국가불명'}]",[],평균 ★2.6 (17명),베를린
1973,하수인,['앨런 브릿지즈'],[{'name': '영국'}],[],평균 ★3.1 (116명),칸
1973,허수아비,['제리 샤츠버그'],[{'name': '미국'}],['드라마'],"평균 ★3.9 (1,070명)",칸
1973,스팅,['조지 로이 힐'],[{'name': '미국'}],"['범죄', '드라마', '코미디']",평균 ★4.0 (2만명),아카데미
1973,대지의 눈물,['사티야지트 레이'],[{'name': '인도'}],['드라마'],평균 ★3.8 (34명),베를린
1972,마테이 사건,['프란체스코 로시'],[{'name': '이탈리아'}],['드라마'],평균 ★3.2 (103명),칸
1972,대부,['프란시스 포드 코폴라'],[{'name': '미국'}],"['범죄', '드라마', '스릴러']",평균 ★4.3 (22만명),아카데미
1972,캔터베리 이야기,['피에르 파올로 파졸리니'],"[{'name': '이탈리아'}, {'name': '프랑스'}]","['드라마', '코미디']",평균 ★3.5 (160명),베를린
1971,천국으로 가는 노동계급,['엘리오 페트리'],[{'name': '이탈리아'}],['드라마'],평균 ★3.4 (136명),칸
1971,사랑의 메신저,['조셉 로지'],[{'name': '영국'}],"['로맨스', '드라마']",평균 ★3.2 (167명),칸
1971,프렌치 커넥션,['윌리엄 프리드킨'],[{'name': '미국'}],"['범죄', '액션', '스릴러']","평균 ★3.8 (4,247명)",아카데미
1970,매쉬,['로버트 알트먼'],[{'name': '미국'}],"['전쟁', '드라마', '코미디']",평균 ★3.3 (731명),칸
1970,패튼 대전차 군단,['프랭크린 J. 샤프너'],[{'name': '미국'}],"['전쟁', '드라마']","평균 ★3.5 (2,901명)",아카데미
1970,핀치 콘티니의 정원,['비토리오 데 시카'],"[{'name': '독일'}, {'name': '이탈리아'}, {'name': '독일(구 서독)'}]","['드라마', '전쟁', '로맨스']",평균 ★3.3 (449명),베를린
1969,미드나잇 카우보이,['존 슐레진저'],[{'name': '미국'}],['드라마'],"평균 ★3.8 (3,908명)",아카데미
1969,얼리 웍스,['젤리미르 질닉'],[{'name': '유고슬라비아'}],"['드라마', '코미디']",평균 ★3.4 (16명),베를린
1968,만약,['린지 앤더슨'],[{'name': '영국'}],['드라마'],평균 ★3.4 (605명),칸
1968,올리버,['캐럴 리드'],[{'name': '영국'}],"['가족', '드라마']","평균 ★3.7 (3,249명)",아카데미
1968,누가 그의 죽음을 보았는가,['얀 트로엘'],[{'name': '스웨덴'}],[],평균 ★3.4 (19명),베를린
1968,서커스 돔 위의 예술가,['알렉산더 클루게'],[],[],평균 ★3.1 (83명),베니스
1967,밤의 열기 속으로,['노만 주이슨'],[{'name': '미국'}],"['드라마', '범죄']","평균 ★3.4 (1,740명)",아카데미
1967,출발,['예르지 스콜리모브스키'],[{'name': '벨기에'}],"['드라마', '로맨스', '코미디']",평균 ★3.5 (44명),베를린
1967,세브린느,['루이스 부뉴엘'],"[{'name': '프랑스'}, {'name': '이탈리아'}]",['드라마'],"평균 ★3.5 (2,800명)",베니스
1966,욕망,['미켈란젤로 안토니오니'],"[{'name': '이탈리아'}, {'name': '영국'}]","['드라마', '스릴러']","평균 ★3.9 (4,004명)",칸
1966,남과 여,['끌로드 를르슈'],[{'name': '프랑스'}],['드라마'],"평균 ★3.7 (2,333명)",칸
1966,사계의 사나이,['프레드 진네만'],[{'name': '영국'}],['드라마'],"평균 ★2.8 (1,084명)",아카데미
1966,막다른 골목,['로만 폴란스키'],[{'name': '영국'}],"['코미디', '드라마', '스릴러']",평균 ★3.6 (253명),베를린
1966,알제리 전투,['질로 폰테코르보'],"[{'name': '알제리'}, {'name': '이탈리아'}]","['드라마', '전쟁']","평균 ★3.6 (2,466명)",베니스
1965,시그노르 & 시그노리,['피에트로 제르미'],"[{'name': '이탈리아'}, {'name': '프랑스'}]",[],평균 ★3.1 (83명),칸
1965,낵 앤 하우 투 겟 잇,['리처드 레스터'],[{'name': '영국'}],['코미디'],평균 ★3.1 (93명),칸
1965,사운드 오브 뮤직,['로버트 와이즈'],[{'name': '미국'}],"['드라마', '가족', '로맨스']",평균 ★4.1 (46만명),아카데미
1965,알파빌,['장 뤽 고다르'],"[{'name': '이탈리아'}, {'name': '프랑스'}]","['로맨스', '드라마', '스릴러']","평균 ★3.6 (1,187명)",베를린
1965,희미한 곰별자리,['루키노 비스콘티'],"[{'name': '이탈리아'}, {'name': '프랑스'}]","['드라마', '미스터리', '전쟁', '스릴러']",평균 ★3.6 (283명),베니스
1964,쉘부르의 우산,['자끄 드미'],"[{'name': '프랑스'}, {'name': '독일(구 서독)'}]","['드라마', '로맨스']",평균 ★3.7 (1만명),칸
1964,마이 페어 레이디,['조지 쿠커'],[{'name': '미국'}],"['가족', '로맨스', '드라마']",평균 ★3.7 (2만명),아카데미
1964,메마른 여름,['메틴 에륵산'],[{'name': '터키'}],[],평균 ★3.4 (19명),베를린
1964,붉은 사막,['미켈란젤로 안토니오니'],"[{'name': '이탈리아'}, {'name': '프랑스'}]",['드라마'],평균 ★3.7 (815명),베니스
1963,레오파드,['루키노 비스콘티'],[{'name': '이탈리아'}],['드라마'],"평균 ★3.0 (2,368명)",칸
1963,톰 존스의 화려한 모험,['토니 리처드슨'],[{'name': '영국'}],['로맨틱코미디'],평균 ★3.1 (302명),아카데미
1963,디아볼로,['지안 루이지 폴리도로'],[{'name': '이탈리아'}],['스릴러'],평균 ★3.5 (26명),베를린
1963,부시도,['이마이 타다시'],[{'name': '일본'}],"['액션', '드라마']",평균 ★3.6 (38명),베를린
1963,도시 위에 군림하는 손,['프란체스코 로시'],"[{'name': '이탈리아'}, {'name': '프랑스'}]",['드라마'],평균 ★3.3 (88명),베니스
1962,산타 바바라의 맹세,['안셀무 두아르테'],[{'name': '브라질'}],[],평균 ★3.1 (105명),칸
1962,아라비아의 로렌스,['데이비드 린'],[{'name': '영국'}],"['전쟁', '드라마', '모험']",평균 ★3.8 (2만명),아카데미
1962,사랑의 유형,['존 슐레진저'],[{'name': '영국'}],"['로맨스', '드라마']",평균 ★3.3 (26명),베를린
1962,이반의 어린 시절,['안드레이 타르코프스키'],[{'name': '소련'}],"['드라마', '전쟁']","평균 ★3.9 (2,592명)",베니스
1962,크로나카 파밀리아레,['발레리오 추를리니'],[{'name': '이탈리아'}],['드라마'],평균 ★2.6 (4명),베니스
1961,이토록 긴 부재,['헨리 콜피'],"[{'name': '프랑스'}, {'name': '이탈리아'}]",['드라마'],평균 ★3.8 (10명),칸
1961,두 여인,['비토리오 데 시카'],"[{'name': '이탈리아'}, {'name': '프랑스'}]","['전쟁', '드라마']",평균 ★3.4 (330명),칸
1961,비리디아나,['루이스 부뉴엘'],"[{'name': '스페인'}, {'name': '멕시코'}]",['드라마'],평균 ★3.9 (792명),칸
1961,웨스트 사이드 스토리,"['제롬 로빈스', '로버트 와이즈']",[{'name': '미국'}],"['음악', '범죄', '드라마', '로맨스']",평균 ★3.6 (1만명),아카데미
1961,밤,['미켈란젤로 안토니오니'],"[{'name': '이탈리아'}, {'name': '프랑스'}]",['드라마'],평균 ★3.9 (394명),베를린
1961,지난 해 마리앙바드에서,['알랭 레네'],"[{'name': '프랑스'}, {'name': '이탈리아'}]","['공포', '드라마', '스릴러', '미스터리']","평균 ★3.8 (1,694명)",베니스
1960,달콤한 인생,['페데리코 펠리니'],"[{'name': '이탈리아'}, {'name': '프랑스'}]",['드라마'],"평균 ★3.8 (2,008명)",칸
1960,아파트 열쇠를 빌려드립니다,['빌리 와일더'],[{'name': '미국'}],"['로맨틱코미디', '드라마', '코미디']","평균 ★3.9 (4,963명)",아카데미
1960,라인강을 넘어,['안드레 카야트'],[{'name': '프랑스'}],['드라마'],평균 ★3.1 (71명),베니스
1959,흑인 오르페,['마르셀 까뮈'],"[{'name': '브라질'}, {'name': '프랑스'}, {'name': '이탈리아'}]","['드라마', '판타지', '음악', '로맨스']","평균 ★3.5 (1,322명)",칸
1959,벤허,['윌리엄 와일러'],[{'name': '미국'}],"['모험', '역사', '로맨스', '드라마', '액션']",평균 ★4.0 (9만명),아카데미
1959,엘 라사리요 데 토르메스,['세자르 페르난데즈 아르다빈'],"[{'name': '스페인'}, {'name': '이탈리아'}]","['드라마', '코미디']",평균 ★3.2 (16명),베를린
1959,사촌들,['끌로드 샤브롤'],[{'name': '프랑스'}],['드라마'],평균 ★3.6 (212명),베를린
1959,제너럴 델라 로베레,['로베르토 로셀리니'],"[{'name': '이탈리아'}, {'name': '프랑스'}]",[],평균 ★3.2 (94명),베니스
1959,더 그레이트 워,['마리오 모니셀리'],"[{'name': '이탈리아'}, {'name': '프랑스'}]","['전쟁', '드라마', '코미디']",평균 ★3.1 (72명),베니스
1958,지지,['빈센트 미넬리'],[{'name': '미국'}],['로맨틱코미디'],"평균 ★2.7 (1,173명)",아카데미
1958,무호마츠의 일생,['이나가키 히로시'],[{'name': '일본'}],[],평균 ★3.1 (122명),베니스
1957,학이 난다,['미하일 칼라토조프'],[{'name': '소련'}],"['전쟁', '드라마', '로맨스']",평균 ★3.6 (562명),칸
1957,콰이강의 다리,['데이비드 린'],"[{'name': '영국'}, {'name': '미국'}]","['전쟁', '드라마']",평균 ★3.7 (1만명),아카데미
1957,산딸기,['잉마르 베리만'],[{'name': '스웨덴'}],['드라마'],"평균 ★3.9 (2,466명)",베를린
1957,12명의 성난 사람들,['시드니 루멧'],[{'name': '미국'}],"['범죄', '드라마']",평균 ★4.2 (5만명),베를린
1956,우정어린 설득,['윌리엄 와일러'],[{'name': '미국'}],"['전쟁', '로맨스', '드라마']",평균 ★3.3 (185명),칸
1956,침묵의 세계,"['루이 말', '자크-이브 쿠스토']","[{'name': '이탈리아'}, {'name': '프랑스'}]",['다큐멘터리'],평균 ★3.6 (133명),칸
1956,80일간의 세계일주,['마이클 앤더슨'],[{'name': '미국'}],"['코미디', '모험']","평균 ★3.4 (9,088명)",아카데미
1956,인버테이션 투 더 댄스,['진 켈리'],[{'name': '미국'}],"['액션', '드라마', '스릴러']",평균 ★3.4 (11명),베를린
1956,아푸 제2부 - 아파라지토,['사티야지트 레이'],[{'name': '인도'}],['드라마'],평균 ★3.7 (336명),베니스
1955,마티,['델버트 맨'],[{'name': '미국'}],"['로맨틱코미디', '드라마']","평균 ★3.0 (1,223명)",칸
1955,마티,['델버트 맨'],[{'name': '미국'}],"['로맨틱코미디', '드라마']","평균 ★3.0 (1,223명)",아카데미
1955,더 랫츠,['로버트 시오드맥'],[{'name': '독일'}],['드라마'], ,베를린
1954,워터프론트,['엘리아 카잔'],[{'name': '미국'}],"['드라마', '범죄', '로맨스']","평균 ★3.6 (2,854명)",아카데미
1954,홉슨의 사위 고르기,['데이비드 린'],[{'name': '영국'}],"['로맨틱코미디', '드라마']",평균 ★3.7 (27명),베를린
1954,오데트,['칼 테오도르 드레이어'],[{'name': '덴마크'}],['드라마'],평균 ★4.0 (788명),베니스
1954,로미오와 줄리엣,[],"[{'name': '이탈리아'}, {'name': '영국'}]",['로맨스'],"평균 ★3.7 (2,889명)",베니스
1953,지상에서 영원으로,['프레드 진네만'],[{'name': '미국'}],"['로맨스', '전쟁', '드라마']","평균 ★3.6 (2,658명)",아카데미
1953,공포의 보수,['앙리 조르주 클루조'],"[{'name': '프랑스'}, {'name': '이탈리아'}]","['스릴러', '드라마', '모험']","평균 ★3.8 (1,257명)",베를린
1952,지상 최대의 쇼,['세실 B. 데밀'],[{'name': '미국'}],"['로맨스', '드라마']","평균 ★2.7 (1,046명)",아카데미
1952,금지된 장난,['르네 클레망'],[{'name': '프랑스'}],"['드라마', '전쟁']","평균 ★3.8 (3,618명)",베니스
1951,파리의 아메리카인,['빈센트 미넬리'],[{'name': '미국'}],"['드라마', '로맨스']","평균 ★3.4 (2,687명)",아카데미
1951,원 섬머 오브 해피니스,['아른 매트슨'],[{'name': '스웨덴'}],"['로맨스', '드라마']", ,베를린
1951,위드아웃 리빙 언 어드레스 ,['장 폴 르 샤누아'],[{'name': '프랑스'}],"['드라마', '코미디']", ,베를린
1951,포 인 어 지프,"['레오폴드 린트버그', '엘리자베스 몬타그']",[{'name': '스위스'}],['드라마'], ,베를린
1950,이브의 모든 것,['조셉 L. 맨키위즈'],[{'name': '미국'}],['드라마'],"평균 ★3.7 (3,150명)",아카데미
1950,신데렐라,"['윌프레드 잭슨', '해밀턴 러스크', '클라이드 제로니미']",[{'name': '미국'}],"['애니메이션', '판타지', '로맨스', '드라마']",평균 ★3.7 (8만명),베를린
1950,재판은 끝났다,['안드레 카야트'],[{'name': '프랑스'}],['드라마'],평균 ★3.8 (2명),베를린
1950,인 비버 밸리,['제임스 알가'],[{'name': '미국'}],"['가족', '다큐멘터리']", ,베를린
1950,라쇼몽,['구로사와 아키라'],[{'name': '일본'}],"['범죄', '드라마', '미스터리']",평균 ★3.8 (3만명),베니스
1950,재판은 끝났다,['안드레 카야트'],[{'name': '프랑스'}],['드라마'],평균 ★3.8 (2명),베니스
1949,모두가 왕의 부하들,['로버트 로즌'],[{'name': '미국'}],"['범죄', '액션', '드라마']","평균 ★2.6 (1,126명)",아카데미
1949,마농,['앙리 조르주 클루조'],[{'name': '프랑스'}],[],평균 ★3.4 (139명),베니스
1948,햄릿,['로렌스 올리비에'],[{'name': '영국'}],['드라마'],평균 ★3.6 (982명),아카데미
1948,햄릿,['로렌스 올리비에'],[{'name': '영국'}],['드라마'],평균 ★3.6 (982명),베니스
1947,신사협정,['엘리아 카잔'],[{'name': '미국'}],"['로맨스', '드라마']","평균 ★2.8 (1,224명)",아카데미
1947,더 스트라이크,['카렐 스테클리'],[{'name': '체코(구 체코슬로바키아)'}],['드라마'], ,베니스
1946,우리 생애 최고의 해,['윌리엄 와일러'],[{'name': '미국'}],"['로맨스', '드라마']","평균 ★3.4 (1,381명)",아카데미
1945,잃어버린 주말,['빌리 와일더'],[{'name': '미국'}],"['범죄', '액션', '드라마']",평균 ★3.5 (545명),아카데미
1945,남쪽 사람,['장 르누아르'],[{'name': '미국'}],['드라마'],평균 ★3.7 (38명),베니스
1944,나의 길을 가련다,['레오 맥캐리'],[{'name': '미국'}],"['드라마', '코미디']",평균 ★3.2 (266명),아카데미
1942,카사블랑카,['마이클 커티즈'],[{'name': '미국'}],"['전쟁', '로맨스', '드라마']",평균 ★3.8 (2만명),아카데미
1942,미니버 부인,['윌리엄 와일러'],[{'name': '미국'}],"['로맨스', '전쟁', '드라마']",평균 ★3.3 (255명),아카데미
1941,나의 계곡은 푸르렀다,['존 포드'],[{'name': '미국'}],"['로맨스', '드라마']",평균 ★3.9 (866명),아카데미
1940,레베카,['알프레드 히치콕'],[{'name': '미국'}],"['드라마', '미스터리', '로맨스', '스릴러']",평균 ★3.9 (1만명),아카데미
1939,바람과 함께 사라지다,['빅터 플레밍'],[{'name': '미국'}],"['전쟁', '로맨스', '시대극', '드라마', '코미디', '역사']",평균 ★4.0 (13만명),아카데미
1938,우리들의 낙원,['프랑크 카프라'],[{'name': '미국'}],['로맨틱코미디'],평균 ★3.5 (314명),아카데미
1937,에밀 졸라의 생애,['윌리엄 디터리'],[{'name': '미국'}],['드라마'],평균 ★3.3 (290명),아카데미
1936,위대한 지그펠드,['로버트 Z. 레너드'],[{'name': '미국'}],['드라마'],평균 ★3.0 (176명),아카데미
1935,바운티호의 반란,['프랭크 로이드'],[{'name': '미국'}],"['모험', '드라마', '역사', '로맨스']",평균 ★3.3 (403명),아카데미
1934,어느날 밤에 생긴 일,['프랑크 카프라'],[{'name': '미국'}],['로맨틱코미디'],"평균 ★3.7 (3,898명)",아카데미
1933,캐벌케이드,['프랭크 로이드'],[{'name': '미국'}],['드라마'],평균 ★2.9 (126명),아카데미
1932,그랜드 호텔,['에드먼드 굴딩'],[{'name': '미국'}],"['로맨스', '드라마']",평균 ★3.5 (508명),아카데미
1931,시마론,['웨슬리 러글스'],[{'name': '미국'}],['드라마'],평균 ★2.9 (202명),아카데미
1930,서부 전선 이상 없다,['루이스 마일스톤'],[{'name': '미국'}],"['전쟁', '드라마']","평균 ★3.7 (2,910명)",아카데미
1929,브로드웨이 멜로디,['해리 부몽'],[{'name': '미국'}],[],평균 ★3.0 (200명),아카데미
1927,날개,['윌리엄 A. 웰먼'],[{'name': '미국'}],['전쟁'],평균 ★3.2 (277명),아카데미
